
Sun Aug  4 06:26:38 2024
x_start = 0, dx = 100000000
N_points = 1001
(26300000000, -31820648.453738667)
(26400000000, -31910473.6017947)
(26500000000, -32000851.67121003)
(26600000000, -32107255.494644478)
(26700000000, -32207768.82382543)
(26800000000, -32312955.110600214)
(26900000000, -32463028.461767484)
(27000000000, -32562303.866899837)
(27100000000, -32684582.97649234)
(27200000000, -32812118.16123996)
(27300000000, -32901383.04297554)
(27400000000, -33005429.02231901)
(27500000000, -33119310.989219815)
(27600000000, -33214975.669002865)
(27700000000, -33289965.892070334)
(27800000000, -33370725.912093773)
(27900000000, -33480381.793475535)
(28000000000, -33577005.70746901)
(28100000000, -33674041.857418455)
(28200000000, -33760600.445926405)
(28300000000, -33871344.87430231)
(28400000000, -33954029.941855684)
(28500000000, -34062205.9766204)
(28600000000, -34162490.66243771)
(28700000000, -34248197.38466293)
(28800000000, -34323056.70877459)
(28900000000, -34411655.05700237)
(29000000000, -34523186.60174906)
(29100000000, -34588741.584905565)
(29200000000, -34700871.27701037)
(29300000000, -34821029.32450016)
(29400000000, -34935949.78913877)
(29500000000, -35043208.25594147)
(29600000000, -35124227.28747003)
(29700000000, -35215433.81731992)
(29800000000, -35295401.84213304)
(29900000000, -35395352.60627498)
(30000000000, -35488129.36484141)
(30100000000, -35546972.81727198)
(30200000000, -35638713.39997943)
(30300000000, -35715854.04285992)
(30400000000, -35785980.583004735)
(30500000000, -35902754.748298414)
(30600000000, -35999517.85043159)
(30700000000, -36100098.02079434)
(30800000000, -36204350.217256054)
(30900000000, -36312287.08145528)
(31000000000, -36407846.62241567)
(31100000000, -36523193.363288365)
(31200000000, -36612110.81494504)
(31300000000, -36728006.926660255)
(31400000000, -36820851.35928002)
(31500000000, -36927616.936721)
(31600000000, -36996394.18607332)
(31700000000, -37098462.20424488)
(31800000000, -37166978.50499989)
(31900000000, -37290910.38340047)
(32000000000, -37389534.73195887)
(32100000000, -37458683.44310784)
(32200000000, -37563526.377984874)
(32300000000, -37642419.211477265)
(32400000000, -37728268.46180496)
(32500000000, -37841418.11976535)
(32600000000, -37918901.66007317)
(32700000000, -38018484.58296357)
(32800000000, -38105152.51828139)
(32900000000, -38185292.500424)
(33000000000, -38299517.681317076)
(33100000000, -38381578.44049276)
(33200000000, -38488212.86853434)
(33300000000, -38588259.59095232)
(33400000000, -38682624.68347286)
(33500000000, -38774844.41575219)
(33600000000, -38880902.81330521)
(33700000000, -38976029.50216362)
(33800000000, -39060926.01329674)
(33900000000, -39136486.117475644)
(34000000000, -39217182.831067845)
(34100000000, -39300702.11007886)
(34200000000, -39381261.847137585)
(34300000000, -39476252.7931398)
(34400000000, -39595040.91979538)
(34500000000, -39705098.312228695)
(34600000000, -39817145.34152279)
(34700000000, -39904596.7812376)
(34800000000, -40041197.44920767)
(34900000000, -40142094.59267075)
(35000000000, -40290597.66667106)
(35100000000, -40392804.08413838)
(35200000000, -40482444.18245795)
(35300000000, -40595664.11665963)
(35400000000, -40704817.00062812)
(35500000000, -40778407.53391851)
(35600000000, -40865769.1423257)
(35700000000, -40956202.17786558)
(35800000000, -41037278.51128642)
(35900000000, -41143359.455529824)
(36000000000, -41242926.89030689)
(36100000000, -41351621.27924739)
(36200000000, -41446421.376123734)
(36300000000, -41553949.32248634)
(36400000000, -41646351.49815019)
(36500000000, -41748638.17074208)
(36600000000, -41830699.80721508)
(36700000000, -41936110.82070524)
(36800000000, -42038517.29729696)
(36900000000, -42144231.93712298)
(37000000000, -42249191.12414813)
(37100000000, -42326748.617977254)
(37200000000, -42437791.23112986)
(37300000000, -42521949.196896836)
(37400000000, -42613553.63090588)
(37500000000, -42703974.912938006)
(37600000000, -42813690.72777368)
(37700000000, -42922846.40385738)
(37800000000, -43033560.64408081)
(37900000000, -43118846.325793885)
(38000000000, -43206980.08090664)
(38100000000, -43313747.2974205)
(38200000000, -43415507.25637106)
(38300000000, -43488572.83304985)
(38400000000, -43566787.8450143)
(38500000000, -43621285.51089585)
(38600000000, -43700662.64804847)
(38700000000, -43777099.46734734)
(38800000000, -43884287.05640602)
(38900000000, -43990986.81971195)
(39000000000, -44118097.31006685)
(39100000000, -44233099.16679191)
(39200000000, -44343284.5438668)
(39300000000, -44468104.19838983)
(39400000000, -44541437.98272337)
(39500000000, -44622294.28655901)
(39600000000, -44716372.0077253)
(39700000000, -44821660.1086392)
(39800000000, -44910387.330665134)
(39900000000, -45030867.97208669)
(40000000000, -45132527.57751267)
(40100000000, -45237797.961460695)
(40200000000, -45323571.23852711)
(40300000000, -45425468.9506304)
(40400000000, -45543335.274144754)
(40500000000, -45632455.85487109)
(40600000000, -45721059.89653703)
(40700000000, -45836129.56878173)
(40800000000, -45920024.3332694)
(40900000000, -46008068.401218064)
(41000000000, -46076817.710722886)
(41100000000, -46160725.4562323)
(41200000000, -46261457.10639965)
(41300000000, -46338757.02391601)
(41400000000, -46411017.69951765)
(41500000000, -46529907.49907861)
(41600000000, -46663894.18637297)
(41700000000, -46769615.18304579)
(41800000000, -46868511.46086808)
(41900000000, -46995114.86238439)
(42000000000, -47081495.00690673)
(42100000000, -47170866.60460551)
(42200000000, -47263562.13710624)
(42300000000, -47375094.685074314)
(42400000000, -47449408.05939348)
(42500000000, -47570774.188284636)
(42600000000, -47682694.49187761)
(42700000000, -47772363.09605162)
(42800000000, -47866201.43630168)
(42900000000, -47967332.23180302)
(43000000000, -48065240.93317257)
(43100000000, -48175254.09701357)
(43200000000, -48278581.59844593)
(43300000000, -48340749.550583236)
(43400000000, -48449509.057582125)
(43500000000, -48525185.916706525)
(43600000000, -48625734.16142438)
(43700000000, -48712939.63434487)
(43800000000, -48805715.724071234)
(43900000000, -48877831.230130054)
(44000000000, -48940089.74239339)
(44100000000, -49010588.49782374)
(44200000000, -49124220.59754824)
(44300000000, -49216672.228342295)
(44400000000, -49304314.40573618)
(44500000000, -49376875.0920801)
(44600000000, -49461371.03754794)
(44700000000, -49553267.98642067)
(44800000000, -49666041.90204722)
(44900000000, -49745643.953250006)
(45000000000, -49814741.98567321)
(45100000000, -49900159.06880472)
(45200000000, -49979070.28567355)
(45300000000, -50054749.89581872)
(45400000000, -50148398.34336794)
(45500000000, -50261453.470142044)
(45600000000, -50352762.7679594)
(45700000000, -50432507.84059073)
(45800000000, -50543101.55898838)
(45900000000, -50645641.09777854)
(46000000000, -50720005.7562868)
(46100000000, -50812754.77730435)
(46200000000, -50902982.20265875)
(46300000000, -50990369.52553632)
(46400000000, -51095521.54699735)
(46500000000, -51198348.11774997)
(46600000000, -51267360.28818808)
(46700000000, -51355035.668171324)
(46800000000, -51461980.919184126)
(46900000000, -51541292.77567654)
(47000000000, -51626398.8145308)
(47100000000, -51724217.721103795)
(47200000000, -51824023.15351081)
(47300000000, -51909164.228259765)
(47400000000, -51993623.53319845)
(47500000000, -52115358.748029165)
(47600000000, -52222070.4186479)
(47700000000, -52319816.20844089)
(47800000000, -52450114.350624174)
(47900000000, -52548159.487080134)
(48000000000, -52674225.38031632)
(48100000000, -52781868.6548018)
(48200000000, -52878746.5240518)
(48300000000, -52979138.21537858)
(48400000000, -53054013.671144396)
(48500000000, -53150018.017844796)
(48600000000, -53208604.885062724)
(48700000000, -53304563.256047934)
(48800000000, -53361289.27031955)
(48900000000, -53441499.84072645)
(49000000000, -53540079.56311003)
(49100000000, -53606088.04353777)
(49200000000, -53688448.26023806)
(49300000000, -53786694.85468311)
(49400000000, -53868305.998383164)
(49500000000, -53964020.1833696)
(49600000000, -54090229.874334484)
(49700000000, -54200896.986380056)
(49800000000, -54266205.22158494)
(49900000000, -54358182.77612885)
(50000000000, -54470614.033655465)
(50100000000, -54584605.66255909)
(50200000000, -54688677.989974685)
(50300000000, -54789481.81426691)
(50400000000, -54877245.6794551)
(50500000000, -54952078.434050225)
(50600000000, -55042862.83427332)
(50700000000, -55104914.1610735)
(50800000000, -55206460.53151162)
(50900000000, -55330645.68919753)
(51000000000, -55437990.18633956)
(51100000000, -55546168.44235145)
(51200000000, -55647957.29825147)
(51300000000, -55749815.24809682)
(51400000000, -55827845.59392635)
(51500000000, -55920075.82557926)
(51600000000, -55989189.41569445)
(51700000000, -56081681.57646713)
(51800000000, -56163092.3820966)
(51900000000, -56220565.83410654)
(52000000000, -56294093.19422432)
(52100000000, -56402652.27327599)
(52200000000, -56475093.185241416)
(52300000000, -56545738.06344214)
(52400000000, -56615585.56819424)
(52500000000, -56705197.3497991)
(52600000000, -56770995.48572735)
(52700000000, -56866447.880519316)
(52800000000, -56950957.857197)
(52900000000, -57027548.64156208)
(53000000000, -57130393.452359974)
(53100000000, -57217490.11014257)
(53200000000, -57324363.474541575)
(53300000000, -57407448.17936109)
(53400000000, -57494244.30717746)
(53500000000, -57592113.85291519)
(53600000000, -57701515.17370005)
(53700000000, -57793259.40929105)
(53800000000, -57895067.7937692)
(53900000000, -57955074.47779845)
(54000000000, -58043047.16827966)
(54100000000, -58135757.81705412)
(54200000000, -58243144.42443213)
(54300000000, -58364566.25720529)
(54400000000, -58458794.3760179)
(54500000000, -58547183.13699555)
(54600000000, -58613155.03076571)
(54700000000, -58707664.24904131)
(54800000000, -58811748.500342235)
(54900000000, -58961673.26195797)
(55000000000, -59014347.319613904)
(55100000000, -59115561.19399499)
(55200000000, -59199370.10627418)
(55300000000, -59276890.48835731)
(55400000000, -59359326.14770713)
(55500000000, -59473916.195077226)
(55600000000, -59562239.20774748)
(55700000000, -59659315.8653225)
(55800000000, -59708494.69897374)
(55900000000, -59807763.026910745)
(56000000000, -59889430.408489905)
(56100000000, -59972365.44660617)
(56200000000, -60064441.03275138)
(56300000000, -60143118.67474383)
(56400000000, -60227037.7489033)
(56500000000, -60312819.79044819)
(56600000000, -60407818.108298264)
(56700000000, -60480786.18994405)
(56800000000, -60560841.06802592)
(56900000000, -60650435.715052694)
(57000000000, -60775686.3940803)
(57100000000, -60859399.74754751)
(57200000000, -60955651.423130676)
(57300000000, -61052988.49499657)
(57400000000, -61141908.554110795)
(57500000000, -61218038.83646854)
(57600000000, -61315655.726733804)
(57700000000, -61407122.2007587)
(57800000000, -61495857.15465402)
(57900000000, -61583347.294794045)
(58000000000, -61696393.722576484)
(58100000000, -61800587.05716347)
(58200000000, -61882605.12098417)
(58300000000, -61952296.98804248)
(58400000000, -62030557.865404695)
(58500000000, -62121839.93488736)
(58600000000, -62222189.470869265)
(58700000000, -62310731.50916624)
(58800000000, -62397048.67933899)
(58900000000, -62481722.52975816)
(59000000000, -62550257.016916744)
(59100000000, -62657908.65683765)
(59200000000, -62727196.83539098)
(59300000000, -62821158.289079584)
(59400000000, -62896719.86826795)
(59500000000, -62975684.69375691)
(59600000000, -63087392.746469595)
(59700000000, -63173564.186395116)
(59800000000, -63224878.54619799)
(59900000000, -63344760.77136596)
(60000000000, -63432339.29723679)
(60100000000, -63509524.694873914)
(60200000000, -63616834.64677229)
(60300000000, -63703996.033292904)
(60400000000, -63777212.49470282)
(60500000000, -63870020.96471585)
(60600000000, -63992056.87494319)
(60700000000, -64113070.21616064)
(60800000000, -64206567.10404425)
(60900000000, -64283495.336098365)
(61000000000, -64395294.854121685)
(61100000000, -64481993.65401589)
(61200000000, -64535801.97277132)
(61300000000, -64620338.668247096)
(61400000000, -64700621.296915844)
(61500000000, -64778077.113501824)
(61600000000, -64881002.859724164)
(61700000000, -64978046.30700191)
(61800000000, -65080140.35775773)
(61900000000, -65182228.19919052)
(62000000000, -65264766.002828166)
(62100000000, -65314120.75373308)
(62200000000, -65418365.72603508)
(62300000000, -65500534.133093186)
(62400000000, -65620054.79044803)
(62500000000, -65677749.48314077)
(62600000000, -65778292.63161841)
(62700000000, -65880495.81489301)
(62800000000, -65933328.20953892)
(62900000000, -66032746.66154732)
(63000000000, -66117588.11783185)
(63100000000, -66214234.78183507)
(63200000000, -66302196.11557112)
(63300000000, -66406812.89115657)
(63400000000, -66476603.515213996)
(63500000000, -66601518.53864522)
(63600000000, -66674253.91394785)
(63700000000, -66768723.085444055)
(63800000000, -66874853.414271206)
(63900000000, -66972208.26668734)
(64000000000, -67056717.44972693)
(64100000000, -67162083.85702795)
(64200000000, -67237222.38821203)
(64300000000, -67347716.17518666)
(64400000000, -67429236.22571146)
(64500000000, -67513373.67232664)
(64600000000, -67603913.47858788)
(64700000000, -67698740.24182485)
(64800000000, -67781611.28567266)
(64900000000, -67847172.90963338)
(65000000000, -67953233.78736953)
(65100000000, -68066621.88193566)
(65200000000, -68190636.46554671)
(65300000000, -68287005.50124164)
(65400000000, -68367641.38360305)
(65500000000, -68448469.47529335)
(65600000000, -68525329.61998141)
(65700000000, -68604972.20674922)
(65800000000, -68689850.37120333)
(65900000000, -68790476.55389796)
(66000000000, -68895742.38583496)
(66100000000, -68970769.85585167)
(66200000000, -69049239.70786035)
(66300000000, -69124849.65285425)
(66400000000, -69192863.8556029)
(66500000000, -69281390.77173874)
(66600000000, -69341002.03188)
(66700000000, -69429178.60508795)
(66800000000, -69499028.43144718)
(66900000000, -69580635.0994133)
(67000000000, -69685578.42908072)
(67100000000, -69781741.35970911)
(67200000000, -69864235.75800622)
(67300000000, -69956109.28992128)
(67400000000, -70066700.56121694)
(67500000000, -70166127.44862288)
(67600000000, -70261595.52342072)
(67700000000, -70380872.45006792)
(67800000000, -70476164.51350212)
(67900000000, -70607750.50492339)
(68000000000, -70707119.33175279)
(68100000000, -70805110.10458569)
(68200000000, -70859302.55230702)
(68300000000, -70943783.41012673)
(68400000000, -71036015.67441304)
(68500000000, -71105698.67581958)
(68600000000, -71159168.57320063)
(68700000000, -71210981.90921322)
(68800000000, -71278294.70398472)
(68900000000, -71372612.90639667)
(69000000000, -71465838.27357873)
(69100000000, -71526224.2259604)
(69200000000, -71593839.08973369)
(69300000000, -71686169.55427366)
(69400000000, -71759222.2457661)
(69500000000, -71867066.17794271)
(69600000000, -71960698.56514683)
(69700000000, -72036272.46262436)
(69800000000, -72111826.01926477)
(69900000000, -72260982.12732154)
(70000000000, -72361989.86053558)
(70100000000, -72490173.42501314)
(70200000000, -72601807.05569708)
(70300000000, -72668378.9812012)
(70400000000, -72707917.19671606)
(70500000000, -72754414.23725444)
(70600000000, -72829427.86923434)
(70700000000, -72923656.26954137)
(70800000000, -72997242.27574283)
(70900000000, -73081187.83635552)
(71000000000, -73163027.36696975)
(71100000000, -73212900.6372429)
(71200000000, -73295585.78483799)
(71300000000, -73392407.62110206)
(71400000000, -73478950.86997624)
(71500000000, -73581169.23712285)
(71600000000, -73668122.4444325)
(71700000000, -73775251.39457205)
(71800000000, -73842228.97149119)
(71900000000, -73953069.21692325)
(72000000000, -74018241.70477252)
(72100000000, -74114706.16157576)
(72200000000, -74188749.50620045)
(72300000000, -74266447.50105444)
(72400000000, -74347413.19494198)
(72500000000, -74431196.56770425)
(72600000000, -74519860.27605113)
(72700000000, -74597438.74305736)
(72800000000, -74698480.31770745)
(72900000000, -74771801.66429226)
(73000000000, -74861948.24806112)
(73100000000, -74966283.32114121)
(73200000000, -75042932.00918125)
(73300000000, -75128440.31779762)
(73400000000, -75241298.8276211)
(73500000000, -75311317.09064099)
(73600000000, -75403070.07937272)
(73700000000, -75469517.65162018)
(73800000000, -75548192.74339546)
(73900000000, -75588896.19576125)
(74000000000, -75698725.28457262)
(74100000000, -75778427.3372114)
(74200000000, -75863126.37584986)
(74300000000, -75987729.15434636)
(74400000000, -76052036.00736016)
(74500000000, -76162308.5016436)
(74600000000, -76263874.6925608)
(74700000000, -76360864.28785916)
(74800000000, -76475009.82056008)
(74900000000, -76551014.99246235)
(75000000000, -76615417.92928724)
(75100000000, -76703877.00987272)
(75200000000, -76799915.71738233)
(75300000000, -76929330.84693958)
(75400000000, -77046318.1216931)
(75500000000, -77117425.61618318)
(75600000000, -77193722.15584248)
(75700000000, -77295885.95656943)
(75800000000, -77360642.58572187)
(75900000000, -77450216.31630737)
(76000000000, -77531501.62135752)
(76100000000, -77590955.97572298)
(76200000000, -77703181.54684232)
(76300000000, -77796506.81460145)
(76400000000, -77902078.81207576)
(76500000000, -78008620.54774596)
(76600000000, -78090407.58649242)
(76700000000, -78185294.51362151)
(76800000000, -78261376.13111219)
(76900000000, -78358828.989856)
(77000000000, -78444894.4284286)
(77100000000, -78532568.63376507)
(77200000000, -78617841.15318078)
(77300000000, -78710777.00806822)
(77400000000, -78800319.75113524)
(77500000000, -78893164.79251043)
(77600000000, -78968311.98668781)
(77700000000, -79072324.74412712)
(77800000000, -79155592.27090552)
(77900000000, -79222562.91501823)
(78000000000, -79306816.92983024)
(78100000000, -79371675.58065452)
(78200000000, -79440926.83564283)
(78300000000, -79543065.88330492)
(78400000000, -79649310.90020701)
(78500000000, -79748813.54562601)
(78600000000, -79818342.60475089)
(78700000000, -79889418.06951672)
(78800000000, -80013398.2294785)
(78900000000, -80082197.19088754)
(79000000000, -80175791.10014404)
(79100000000, -80277958.52021824)
(79200000000, -80361699.08121951)
(79300000000, -80422393.56994997)
(79400000000, -80494296.57632257)
(79500000000, -80574811.89846832)
(79600000000, -80677368.7420635)
(79700000000, -80774898.10299568)
(79800000000, -80878682.79499026)
(79900000000, -80955084.68235572)
(80000000000, -81068269.11612506)
(80100000000, -81145858.64385673)
(80200000000, -81232716.81020044)
(80300000000, -81294383.48711488)
(80400000000, -81369888.16444021)
(80500000000, -81448623.7258977)
(80600000000, -81522629.1496928)
(80700000000, -81585123.59450766)
(80800000000, -81657403.28988352)
(80900000000, -81743864.9857666)
(81000000000, -81826424.87175399)
(81100000000, -81893113.94796982)
(81200000000, -81967618.25674851)
(81300000000, -82027682.26889908)
(81400000000, -82106276.60108751)
(81500000000, -82180013.27205564)
(81600000000, -82219207.62274705)
(81700000000, -82320502.27736953)
(81800000000, -82398307.37463444)
(81900000000, -82485439.58747587)
(82000000000, -82572739.0969484)
(82100000000, -82694396.00711213)
(82200000000, -82775408.43165651)
(82300000000, -82859830.19883935)
(82400000000, -82937030.03601466)
(82500000000, -82997668.74155094)
(82600000000, -83078508.22021645)
(82700000000, -83180529.44337298)
(82800000000, -83245714.87958194)
(82900000000, -83318470.89714439)
(83000000000, -83426742.43999785)
(83100000000, -83487411.57593496)
(83200000000, -83577413.82165748)
(83300000000, -83673883.2631645)
(83400000000, -83746606.56674926)
(83500000000, -83848215.29327671)
(83600000000, -83929923.60632223)
(83700000000, -84036672.19277902)
(83800000000, -84115257.16265117)
(83900000000, -84207201.22233687)
(84000000000, -84276146.88584529)
(84100000000, -84372753.55460013)
(84200000000, -84462484.09188418)
(84300000000, -84545389.16438785)
(84400000000, -84648600.99172565)
(84500000000, -84716392.8586433)
(84600000000, -84806845.14235052)
(84700000000, -84910612.57903135)
(84800000000, -84989460.62103988)
(84900000000, -85055264.9021815)
(85000000000, -85137102.7971441)
(85100000000, -85246526.92523055)
(85200000000, -85325767.46516764)
(85300000000, -85415066.88769141)
(85400000000, -85498971.35518539)
(85500000000, -85556575.13284692)
(85600000000, -85628303.83576909)
(85700000000, -85706354.25124331)
(85800000000, -85797096.50393236)
(85900000000, -85870635.13680877)
(86000000000, -85938323.97185576)
(86100000000, -86030714.97436687)
(86200000000, -86086084.27350682)
(86300000000, -86153353.93352126)
(86400000000, -86236894.26316029)
(86500000000, -86322767.7688617)
(86600000000, -86385740.64204295)
